case_id,week,weight,state,metro,region,division,ownhome,marital,employ,hhnum,adults,kids1217,kids611,kids06,parent,age,age2,educ2,educ,income,race,partyrot,party,ideorot,ideo,regvote,othtel,sex,ident,l1,l2a,c1,c2,c1a,usborn,relig,religopen,denom,denomopen,born,jewid,secular,jdenom,year,demh1,demh2,date,sexorient_1,sexorient_2,sexorient_3,sexorient_4,sexorient_5,formrot,q1,q2,q3rot,q3,q4rot,q4,q5rot,q5,q5ot,q6rot,q6a,q6b,q6c,q6d,q6e,q6f,partyln,partyst1,partyst2,q7,q8,q9,q10,q11,q12,q13rot,q13,q14rot,q14a,q14b,q14c,q14d,q15,q16,q17rot,q17a,q17c,q17b,q17d,q17e,q17f,q17g,q17h,q18,q19,q20,q20ot,q21,q22rot,q22a,q22b,q22c,q22d,q22e,q22f,q22g,q23,q24,q25rot,q25
10000348,843,4,FL,Center City County (Metro),South,South Atlantic,Owned,Married,Temporarily unemployed,Three,Two,None,One,None,Yes,42,NA,Two year associate degree from a college or university,Some college,"Less than $15,000",Unspecified Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Moderate,Yes,None,Female,Landline,No,NA,NA,NA,NA,Another Country,Nothing in particular,              ,NA,                   ,NA,No,Religious,NA,17,"No, not covered by health insurance",NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Most of the time,Strongly approve,NA,NA,1,There's almost nothing President Trump could do to lose my approval,2,Satisfied,                  ,DEF,NA,NA,NA,Highest priority,High but not highest,Lower priority,Republican,NA,NA,Very favorable,Pose a serious threat,NA,Right direction,Don't know/refused,Prefer Trump be the nominee,republican/democratic,The Republican candidate,DCAB,Very well,Very well,Very well,Very well,Help a lot,Don't feel that way,HABFGECD,Don't know/Refused,Oppose,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly favor,Don't know/Refused,Don't know/Refused,Don't know/Refused,                                                  ,Personal or political agenda,FDEHAGB,Completely disagree,Don't know/Refused,Mostly disagree,Mostly disagree,Don't know/Refused,Mostly disagree,Completely disagree,Don't know/Refused,Don't know/Refused,1,Both
10000349,843,0.8876,AL,Non-Metro,South,East South Central,Owned,Married,Retired,Two,Two,NA,NA,NA,No,57,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,Refused,White Non-Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Very conservative,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Protestant,              ,Baptist,                   ,Yes,NA,NA,NA,17,"Yes, covered by health insurance",Medicare,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Always,Strongly approve,NA,NA,1,There's almost nothing President Trump could do to lose my approval,4,Excited,                  ,FED,NA,NA,NA,Highest priority,High but not highest,Lower priority,Republican,NA,NA,Very favorable,Pose a serious threat,NA,Right direction,Supporter of another Republican candidate,Prefer Trump be the nominee,republican/democratic,The Republican candidate,ADBC,Very well,Very well,Very well,Very well,Help a lot,Don't feel that way,ADGFCBEH,Oppose,Oppose,Oppose,Favor,Oppose,Strongly oppose,Strongly favor,Favor,Not too worried,Better off,Southern pride,                                                  ,Personal or political agenda,AEDGBFH,Completely disagree,Mostly disagree,Completely Agree,Mostly disagree,Mostly disagree,Completely Agree,Completely disagree,More trade restrictions,Isolated incidents,1,Having a single culture grounded in Christian values
10000350,843,0.5905,KS,Non-Metro,North Central,West North Central,Owned,Divorced,Part-time,One,One,NA,NA,NA,No,68,NA,"Some college, no degree (includes community college)",Some college,"$15,000 but less than $25,000",White Non-Hispanic,Republican/Democrat,A Democrat,d3 1-5 asked,Very liberal,Yes,None,Male,Landline,No,NA,NA,NA,NA,NA,Nothing in particular,              ,NA,                   ,NA,No,"Secular, not religious",NA,17,NA,NA,171028,NOT Heterosexual or Straight,NOT Gay or Lesbian,Bisexual,NOT Transgender,NOT Refused,Form 1,Always,Strongly disapprove,1,There's almost nothing President Trump could do to win my approval,NA,NA,2,Worried,                  ,ABC,Highest priority,High but not highest,Highest priority,NA,NA,NA,NA,NA,Strong Democrat,Very unfavorable,Right direction,Pose a serious threat,NA,NA,NA,republican/democratic,The Democratic candidate,ACDB,Not at all well,Not at all well,Very well,Not at all well,Help not at all,Should be impeached,EBHCAGFD,Strongly favor,Strongly favor,Oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Not too worried,Worse off,Racism,                                                  ,Trying to report news accurately,DAHBGEF,Completely Agree,Completely disagree,Mostly disagree,Completely disagree,Mostly disagree,Completely disagree,Completely Agree,Promote free trade,Broader pattern,1,Having a mix of different cultures and values from around the world
10000352,843,0.8389,OH,Non-Metro,North Central,East North Central,Owned,Married,Retired,Two,Two,NA,NA,NA,No,76,NA,"Some college, no degree (includes community college)",Some college,"$40,000 but less than $50,000",White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Moderate,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Protestant,              ,Methodist,                   ,No,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Most of the time,Strongly disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,3,Angry,                  ,DFE,NA,NA,NA,High but not highest,High but not highest,High but not highest,Democrat,NA,NA,Very unfavorable,Right direction,NA,Pose a serious threat,NA,NA,democratic/republican,Don't know/Refused,ADBC,Not at all well,Not at all well,Very well,Not at all well,Help not at all,Should be impeached,ECBHDAGF,Favor,Favor,Oppose,Strongly oppose,Oppose,Strongly favor,Oppose,Oppose,Not too worried,Worse off,Southern pride,                                                  ,Trying to report news accurately,HDGEFBA,Mostly agree,Mostly disagree,Mostly disagree,Completely disagree,Mostly disagree,Completely disagree,Completely Agree,Promote free trade,Broader pattern,2,Having a mix of different cultures and values from around the world
10000353,843,0.5011,WI,Center City (Metro),North Central,East North Central,Owned,Widowed,Part-time,One,One,NA,NA,NA,No,77,NA,"Some college, no degree (includes community college)",Some college,"$25,000 but less than $30,000",White Non-Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Moderate,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Lutheran,              ,NA,                   ,Yes,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Always,Strongly disapprove,1,There's almost nothing President Trump could do to win my approval,NA,NA,2,Worried,                  ,EDF,NA,NA,NA,Lower priority,High but not highest,High but not highest,Democrat,NA,NA,Very unfavorable,Misguided but not dangerous,NA,Pose a serious threat,NA,NA,republican/democratic,Don't know/Refused,ACBD,Not too well,Not too well,Somewhat well,Not too well,Help not at all,Should be impeached,ECAHBFGD,Favor,Strongly favor,Oppose,Strongly oppose,Favor,Strongly favor,Strongly oppose,Favor,Somewhat worried,Worse off,Southern pride,                                                  ,Trying to report news accurately,HEAGFDB,Mostly agree,Mostly disagree,Mostly disagree,Mostly agree,Completely disagree,Completely Agree,Mostly disagree,Promote free trade,Broader pattern,1,Having a mix of different cultures and values from around the world
10000354,843,0.456,GA,Non-Metro,South,South Atlantic,Owned,Married,Full-time,Two,Two,NA,NA,NA,No,58,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$100,000 and over (Unspecified)",Black Non-Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Moderate,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,2,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Always,Strongly disapprove,1,There's almost nothing President Trump could do to win my approval,NA,NA,2,Angry,                  ,BCA,High but not highest,Highest priority,Highest priority,NA,NA,NA,Democrat,NA,NA,Very unfavorable,Right direction,Pose a serious threat,NA,NA,NA,republican/democratic,Don't know/Refused,ADBC,Not at all well,Not too well,Very well,Somewhat well,Help not at all,Should be impeached,ADFBCHGE,Favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Very worried,Worse off,Racism,                                                  ,Trying to report news accurately,EBFGHDA,Completely Agree,Completely disagree,Completely disagree,Completely disagree,Completely disagree,Completely disagree,Completely Agree,Promote free trade,Broader pattern,1,Having a mix of different cultures and values from around the world
10000355,843,0.5915,PA,Surburban (Metro),North East,Mid Atlantic,Owned,Married,Disabled/Handicapped,Two,Two,NA,NA,NA,No,62,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$30,000 but less than $40,000",White Non-Hispanic,Democrat/Republican,A Republican,d3 5-1 asked,Moderate,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,5,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Always,Strongly disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,4,Angry,                  ,DEF,NA,NA,NA,High but not highest,High but not highest,High but not highest,NA,Not a strong Republican,NA,Very unfavorable,Misguided but not dangerous,NA,Pose a serious threat,Supporter of another Republican candidate,Prefer someone else,democratic/republican,The Democratic candidate,CABD,Not too well,Not too well,Very well,Not too well,Help not at all,Should be impeached,GFHCEBDA,Favor,Strongly favor,Oppose,Strongly oppose,Favor,Strongly favor,Strongly oppose,Oppose,Very worried,Worse off,Southern pride,                                                  ,Trying to report news accurately,HDBEGFA,Completely Agree,Mostly agree,Mostly agree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly agree,Promote free trade,Broader pattern,2,Having a mix of different cultures and values from around the world
10000356,843,1.8677,TX,Non-Metro,South,West South Central,Owned,Married,Retired,Two,Two,NA,NA,NA,No,Refused,65+,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,Refused,White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Somewhat conservative,Yes,None,Female,Landline,No,NA,NA,NA,NA,NA,Methodist,              ,NA,                   ,Refused,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Some of the time,Somewhat disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,1,Disappointed,                  ,FDE,NA,NA,NA,Lower priority,High but not highest,Lower priority,Neither,NA,NA,Don't know/refused,Pose a serious threat,NA,Pose a serious threat,NA,NA,democratic/republican,Other/Third Party candidate,ABCD,Somewhat well,Not at all well,Very well,Somewhat well,Help not at all,Don't feel that way,AHEDCBFG,Favor,Oppose,Oppose,Oppose,Oppose,Favor,Oppose,Oppose,Not at all worried,Would not make any difference,Southern pride,                                                  ,Trying to report news accurately,AGDFHEB,Mostly disagree,Mostly agree,Mostly disagree,Mostly disagree,Mostly disagree,Completely Agree,Mostly agree,Promote free trade,Broader pattern,2,Having a mix of different cultures and values from around the world
10000357,843,1.2599,OK,Non-Metro,South,West South Central,Owned,Married,Full-time,Two,Two,NA,NA,NA,No,62,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"$50,000 but less than $75,000",Black Non-Hispanic,Democrat/Republican,A Democrat,d3 5-1 asked,Moderate,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Jehovah's Witness,              ,NA,                   ,No,NA,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Most of the time,Somewhat disapprove,2,President Trump could do something to win my approval,NA,NA,4,Disappointed,                  ,DFE,NA,NA,NA,Highest priority,High but not highest,High but not highest,NA,NA,Strong Democrat,Mostly unfavorable,Right direction,NA,Misguided but not dangerous,NA,NA,democratic/republican,The Democratic candidate,BDAC,Somewhat well,Somewhat well,Very well,Somewhat well,Help a little,Don't feel that way,FGHBECAD,Oppose,Favor,Favor,Oppose,Oppose,Favor,Oppose,Oppose,Not too worried,Would not make any difference,Southern pride,                                                  ,Personal or political agenda,AHEGDBF,Mostly agree,Mostly agree,Mostly agree,Mostly disagree,Mostly disagree,Completely disagree,Mostly disagree,Promote free trade,Broader pattern,2,Having a mix of different cultures and values from around the world
10000358,843,0.737,FL,Center City (Metro),South,South Atlantic,Owned,Married,Retired,Two,Two,NA,NA,NA,No,66,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"$100,000 and over (Unspecified)",Mixed,Republican/Democrat,A Democrat,d3 1-5 asked,Somewhat liberal,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,2,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Most of the time,Strongly disapprove,1,There's almost nothing President Trump could do to win my approval,NA,NA,1,Worried,                  ,DFE,NA,NA,NA,Don't know/refused,High but not highest,High but not highest,NA,NA,Strong Democrat,Very unfavorable,Right direction,NA,Pose a serious threat,NA,NA,republican/democratic,The Democratic candidate,CBDA,Not at all well,Not at all well,Very well,Not too well,Help a little,Should be impeached,GFCAEBHD,Favor,Favor,Oppose,Oppose,Favor,Favor,Favor,Don't know/Refused,Not at all worried,Don't know/Refused,Don't know/Refused,                                                  ,Trying to report news accurately,ABFHDEG,Completely Agree,Completely disagree,Mostly agree,Mostly agree,Mostly disagree,Completely Agree,Mostly agree,Don't know/Refused,Don't know/Refused,1,Having a mix of different cultures and values from around the world
10000359,843,0.4539,MI,Surburban (Metro),North Central,East North Central,Owned,Divorced,Part-time,Two,Two,NA,NA,NA,No,67,NA,"Some college, no degree (includes community college)",Some college,"$15,000 but less than $25,000",White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Somewhat liberal,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,2,NA,Baptist,              ,NA,                   ,Yes,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Always,Strongly disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,4,Worried,                  ,EFD,NA,NA,NA,Highest priority,Lower priority,High but not highest,Democrat,NA,NA,Very unfavorable,Misguided but not dangerous,NA,Pose a serious threat,NA,NA,democratic/republican,Don't know/Refused,ACBD,Not too well,Not too well,Very well,Not too well,Help not at all,Should be impeached,EDFBCGAH,Favor,Favor,Oppose,Oppose,Favor,Oppose,Oppose,Oppose,Somewhat worried,Worse off,Southern pride,                                                  ,Trying to report news accurately,EBAFGHD,Mostly agree,Mostly agree,Completely Agree,Mostly agree,Mostly disagree,Mostly agree,Mostly agree,More trade restrictions,Broader pattern,2,Having a single culture grounded in Christian values
